Mod:Item:MetaData, Localized Name
Forestry:cratedJungleSapling, item.cratedJungleSapling.name
Forestry:cratedAcaciaSapling, item.cratedAcaciaSapling.name
Forestry:cratedDarkOakSapling, item.cratedDarkOakSapling.name
Forestry:cratedBeeswax, item.cratedBeeswax.name
Forestry:cratedPollen, item.cratedPollen.name
Forestry:cratedCrystallinePollen, item.cratedCrystallinePollen.name
Forestry:cratedPropolis, item.cratedPropolis.name
Forestry:cratedHoneydew, item.cratedHoneydew.name
Forestry:cratedRoyalJelly, item.cratedRoyalJelly.name
Forestry:cratedHoneycombs, item.cratedHoneycombs.name
Forestry:cratedCocoaComb, item.cratedCocoaComb.name
Forestry:cratedSimmeringCombs, item.cratedSimmeringCombs.name
Forestry:cratedStringyCombs, item.cratedStringyCombs.name
Forestry:cratedFrozenCombs, item.cratedFrozenCombs.name
Forestry:cratedDrippingCombs, item.cratedDrippingCombs.name
Forestry:cratedSilkyCombs, item.cratedSilkyCombs.name
Forestry:cratedParchedCombs, item.cratedParchedCombs.name
Forestry:cratedMysteriousCombs, item.cratedMysteriousCombs.name
Forestry:cratedPowderyCombs, item.cratedPowderyCombs.name
Forestry:cratedWheatenCombs, item.cratedWheatenCombs.name
Forestry:cratedMossyCombs, item.cratedMossyCombs.name
Forestry:cratedMellowCombs, item.cratedMellowCombs.name
Forestry:cratedRefractoryWax, item.cratedRefractoryWax.name
Forestry:cratedCherry, item.cratedCherry.name
Forestry:cratedWalnut, item.cratedWalnut.name
Forestry:cratedChestnut, item.cratedChestnut.name
Forestry:cratedLemon, item.cratedLemon.name
Forestry:cratedPlum, item.cratedPlum.name
Forestry:cratedPapaya, item.cratedPapaya.name
Forestry:cratedDates, item.cratedDates.name
Forestry:cratedResin, item.cratedResin.name
Forestry:cratedRubber, item.cratedRubber.name
Forestry:cratedScrap, item.cratedScrap.name
Forestry:cratedSilver, item.cratedSilver.name
Forestry:cratedBrass, item.cratedBrass.name
Forestry:cratedNaturaBerryBlight, item.cratedNaturaBerryBlight.name
Forestry:cratedNaturaBerryDusk, item.cratedNaturaBerryDusk.name
Forestry:cratedNaturaBerrySky, item.cratedNaturaBerrySky.name
Forestry:cratedNaturaBerrySting, item.cratedNaturaBerrySting.name
Forestry:cratedNaturaBerryRasp, item.cratedNaturaBerryRasp.name
Forestry:cratedNaturaBerryBlue, item.cratedNaturaBerryBlue.name
Forestry:cratedNaturaBerryBlack, item.cratedNaturaBerryBlack.name
Forestry:cratedNaturaBerryMalo, item.cratedNaturaBerryMalo.name
Forestry:cratedNaturaBarley, item.cratedNaturaBarley.name
Forestry:cratedNaturaSaplingRedwood, item.cratedNaturaSaplingRedwood.name
Forestry:cratedNaturaSaplingEucalyptus, item.cratedNaturaSaplingEucalyptus.name
Forestry:cratedNaturaSaplingHopseed, item.cratedNaturaSaplingHopseed.name
Forestry:cratedNaturaSaplingSakura, item.cratedNaturaSaplingSakura.name
Forestry:cratedNaturaSaplingGhostwood, item.cratedNaturaSaplingGhostwood.name
Forestry:cratedNaturaSaplingBlood, item.cratedNaturaSaplingBlood.name
Forestry:cratedNaturaSaplingDarkwood, item.cratedNaturaSaplingDarkwood.name
Forestry:cratedNaturaSaplingFusewood, item.cratedNaturaSaplingFusewood.name
Forestry:cratedNaturaSaplingMaple, item.cratedNaturaSaplingMaple.name
Forestry:cratedNaturaSaplingSilverbell, item.cratedNaturaSaplingSilverbell.name
Forestry:cratedNaturaSaplingPurpleheart, item.cratedNaturaSaplingPurpleheart.name
Forestry:cratedNaturaSaplingTiger, item.cratedNaturaSaplingTiger.name
Forestry:cratedNaturaSaplingWillow, item.cratedNaturaSaplingWillow.name
Forestry:cratedNaturaPotashApple, item.cratedNaturaPotashApple.name
Forestry:cratedNaturaGreenGlowshroom, item.cratedNaturaGreenGlowshroom.name
Forestry:cratedNaturaPurpleGlowshroom, item.cratedNaturaPurpleGlowshroom.name
Forestry:cratedNaturaBlueGlowshroom, item.cratedNaturaBlueGlowshroom.name
Forestry:cratedNaturaLogEucalyptus, item.cratedNaturaLogEucalyptus.name
Forestry:cratedNaturaLogSakura, item.cratedNaturaLogSakura.name
Forestry:cratedNaturaLogGhostwood, item.cratedNaturaLogGhostwood.name
Forestry:cratedNaturaLogHopseed, item.cratedNaturaLogHopseed.name
Forestry:cratedNaturaLogWillow, item.cratedNaturaLogWillow.name
Forestry:cratedNaturaLogBloodwood, item.cratedNaturaLogBloodwood.name
Forestry:cratedNaturaLogDarkwood, item.cratedNaturaLogDarkwood.name
Forestry:cratedNaturaLogFusewood, item.cratedNaturaLogFusewood.name
Forestry:cratedNaturaBlockHeatsand, item.cratedNaturaBlockHeatsand.name
Forestry:cratedNaturaBlockTainted, item.cratedNaturaBlockTainted.name
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemFrankenSkull:5, Skeletal Contractor
EnderIO:itemFrankenSkull:6, Guardian Diode
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemPowerConduitEndergy:0, Clay Compound Energy Conduit
EnderIO:itemPowerConduitEndergy:1, Iron Energy Conduit
EnderIO:itemPowerConduitEndergy:2, Aluminum Energy Conduit
EnderIO:itemPowerConduitEndergy:3, Gold Energy Conduit
EnderIO:itemPowerConduitEndergy:4, Copper Energy Conduit
EnderIO:itemPowerConduitEndergy:5, Silver Energy Conduit
EnderIO:itemPowerConduitEndergy:6, Electrum Energy Conduit
EnderIO:itemPowerConduitEndergy:7, Energetic Silver Energy Conduit
EnderIO:itemPowerConduitEndergy:8, Crystalline Energy Conduit
EnderIO:itemPowerConduitEndergy:9, Crystalline Pink Slime Energy Conduit
EnderIO:itemPowerConduitEndergy:10, Melodic Energy Conduit
EnderIO:itemPowerConduitEndergy:11, Stellar Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemLiquidConduit:3, Crystalline Ender Fluid Conduit
EnderIO:itemLiquidConduit:4, Crystalline Pink Slime Ender Fluid Conduit
EnderIO:itemLiquidConduit:5, Melodic Ender Fluid Conduit
EnderIO:itemLiquidConduit:6, Stellar Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemGasConduit:0, Gas Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemMEConduit:2, Ultra Dense ME Conduit
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemBigFilterUpgrade:0, Big Item Filter
EnderIO:itemBigFilterUpgrade:1, Big Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemLimitedItemFilter, Limited Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemBasicCapacitor:3, Crystalline Capacitor
EnderIO:itemBasicCapacitor:4, Melodic Capacitor
EnderIO:itemBasicCapacitor:5, Stellar Capacitor
EnderIO:itemBasicCapacitor:6, Totemic Capacitor
EnderIO:itemBasicCapacitor:6, Totemic Capacitor
EnderIO:itemBasicCapacitor:7, Silver Capacitor
EnderIO:itemBasicCapacitor:8, Endergetic Capacitor
EnderIO:itemBasicCapacitor:9, Endergised Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMachinePart:2, Soul Machine Chassis
EnderIO:itemMachinePart:3, End Steel Chassis
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemMaterial:11, End Steel Nugget
EnderIO:itemMaterial:12, Dark Steel Rod
EnderIO:itemMaterial:13, Precient Crystal
EnderIO:itemMaterial:14, Grains of Piezallity
EnderIO:itemMaterial:15, Grains of Vibrancy
EnderIO:itemMaterial:16, Grains of the End
EnderIO:itemMaterial:17, Grains of Prescience
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemAlloy:8, End Steel
EnderIO:itemGrindingBall:0, Electrical Steel Ball
EnderIO:itemGrindingBall:1, Energetic Alloy Ball
EnderIO:itemGrindingBall:2, Vibrant Alloy Ball
EnderIO:itemGrindingBall:3, Redstone Alloy Ball
EnderIO:itemGrindingBall:4, Conductive Iron Ball
EnderIO:itemGrindingBall:5, Pulsating Iron Ball
EnderIO:itemGrindingBall:6, Dark Steel Ball
EnderIO:itemGrindingBall:7, Soularium Ball
EnderIO:itemGrindingBall:8, End Steel Ball
EnderIO:itemAlloyEndergy:0, Clay Compound
EnderIO:itemAlloyEndergy:1, Crystalline Alloy
EnderIO:itemAlloyEndergy:2, Melodic Alloy
EnderIO:itemAlloyEndergy:3, Stellar Alloy
EnderIO:itemAlloyEndergy:4, Crystalline Pink Slime
EnderIO:itemAlloyEndergy:5, Energetic Silver
EnderIO:itemAlloyEndergy:6, Vivid Alloy
EnderIO:itemGrindingBallEndergy:0, Clay Compound Grinding Ball
EnderIO:itemGrindingBallEndergy:1, Crystalline Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:2, Melodic Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:3, Stellar Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:4, Crystalline Pink Slime Grinding Ball
EnderIO:itemGrindingBallEndergy:5, Energetic Silver Grinding Ball
EnderIO:itemGrindingBallEndergy:6, Vivid Alloy Grinding Ball
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:bucketEnder_distillation, Dew of the Void Bucket
EnderIO:bucketVapor_of_levity, Vapor of Levity Bucket
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemTeleportStaff:0, Staff of Teleportation
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:item.endSteel_helmet, End Steel Helm
EnderIO:item.endSteel_chestplate, End Steel Plate
EnderIO:item.endSteel_leggings, End Steel Leggings
EnderIO:item.endSteel_boots, End Steel Boots
EnderIO:item.endSteel_sword, The Ender MKII
EnderIO:item.endSteel_pickaxe, End Steel Pick
EnderIO:item.endSteel_axe, End Steel Axe
EnderIO:item.stellar_helmet, Stellar Helm
EnderIO:item.stellar_chestplate, Stellar Plate
EnderIO:item.stellar_leggings, Stellar Leggings
EnderIO:item.stellar_boots, Stellar Boots
EnderIO:item.stellar_sword, The Ender MKIV
EnderIO:item.stellar_pickaxe, Stellar Pick
EnderIO:item.stellar_axe, Stellar Axe
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
EnderTanks:itemEnderBucket:0, Ender Bucket
EnderTanks:itemEnderBucket:273, Ender Bucket
EnderTanks:itemEnderBucket:546, Ender Bucket
EnderTanks:itemEnderBucket:819, Ender Bucket
EnderTanks:itemEnderBucket:1092, Ender Bucket
EnderTanks:itemEnderBucket:1365, Ender Bucket
EnderTanks:itemEnderBucket:1638, Ender Bucket
EnderTanks:itemEnderBucket:1911, Ender Bucket
EnderTanks:itemEnderBucket:2184, Ender Bucket
EnderTanks:itemEnderBucket:2457, Ender Bucket
EnderTanks:itemEnderBucket:2730, Ender Bucket
EnderTanks:itemEnderBucket:3003, Ender Bucket
EnderTanks:itemEnderBucket:3276, Ender Bucket
EnderTanks:itemEnderBucket:3549, Ender Bucket
EnderTanks:itemEnderBucket:3822, Ender Bucket
EnderTanks:itemEnderBucket:4095, Ender Bucket
ForgeMicroblock:sawStone, Stone Saw
ForgeMicroblock:sawIron, Iron Saw
ForgeMicroblock:sawDiamond, Diamond Saw
ForgeMicroblock:stoneRod, Stone Rod
advgenerators:IronFrame, Iron Frame
advgenerators:PowerIO, Power IO Module
advgenerators:IronTubing, Iron Tubing
advgenerators:IronWiring, Redstone-Iron Wiring
advgenerators:Controller, Control Circuit
advgenerators:PressureValve, Pressure Valve
advgenerators:AdvancedPressureValve, Advanced Pressure Valve
advgenerators:UpgradeKit, Upgrade Kit
immersiveintegration:iiWireCoil:0, Redstone Wire Coil
immersiveintegration:capacitorBox:0, LV Capacitor in a Box
immersiveintegration:capacitorBox:0, LV Capacitor in a Box
immersiveintegration:capacitorBox:1, MV Capacitor in a Box
immersiveintegration:capacitorBox:1, MV Capacitor in a Box
immersiveintegration:capacitorBox:2, HV Capacitor in a Box
immersiveintegration:capacitorBox:2, HV Capacitor in a Box
immersiveintegration:capacitorBox:3, Creative Capacitor in a Box
immersiveintegration:wireCoil:0, Fluix Wire Coil
immersiveintegration:wireCoil:1, Dense Wire Coil
IronChest:ironGoldUpgrade, Iron to Gold Chest Upgrade
IronChest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
IronChest:copperSteelUpgrade, Copper to Steel Chest Upgrade
IronChest:steelGoldUpgrade, Steel to Gold Chest Upgrade
IronChest:copperIronUpgrade, Copper to Iron Chest Upgrade
IronChest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
IronChest:woodIronUpgrade, Wood to Iron Chest Upgrade
IronChest:woodCopperUpgrade, Wood to Copper Chest Upgrade
IronChest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
IronChest:obsidianNetheriteUpgrade, Obsidian to Netherite Chest Upgrade
IronChest:ironSteelUpgrade, Iron to Steel Chest Upgrade
Mekanism:PartTransmitter:0, Basic Universal Cable
Mekanism:PartTransmitter:1, Advanced Universal Cable
Mekanism:PartTransmitter:2, Elite Universal Cable
Mekanism:PartTransmitter:3, Ultimate Universal Cable
Mekanism:PartTransmitter:4, Basic Mechanical Pipe
Mekanism:PartTransmitter:5, Advanced Mechanical Pipe
Mekanism:PartTransmitter:6, Elite Mechanical Pipe
Mekanism:PartTransmitter:7, Ultimate Mechanical Pipe
Mekanism:PartTransmitter:8, Basic Pressurized Tube
Mekanism:PartTransmitter:9, Advanced Pressurized Tube
Mekanism:PartTransmitter:10, Elite Pressurized Tube
Mekanism:PartTransmitter:11, Ultimate Pressurized Tube
Mekanism:PartTransmitter:12, Basic Logistical Transporter
Mekanism:PartTransmitter:13, Advanced Logistical Transporter
Mekanism:PartTransmitter:14, Elite Logistical Transporter
Mekanism:PartTransmitter:15, Ultimate Logistical Transporter
Mekanism:PartTransmitter:16, Restrictive Transporter
Mekanism:PartTransmitter:17, Diversion Transporter
Mekanism:PartTransmitter:18, Basic Thermodynamic Conductor
Mekanism:PartTransmitter:19, Advanced Thermodynamic Conductor
Mekanism:PartTransmitter:20, Elite Thermodynamic Conductor
Mekanism:PartTransmitter:21, Ultimate Thermodynamic Conductor
Mekanism:ElectricBow, Electric Bow
Mekanism:Dust:0, Iron Dust
Mekanism:Dust:1, Gold Dust
Mekanism:Dust:2, Osmium Dust
Mekanism:Dust:3, Copper Dust
Mekanism:Dust:4, Tin Dust
Mekanism:Dust:5, Silver Dust
Mekanism:Dust:6, Lead Dust
Mekanism:Ingot:0, Refined Obsidian Ingot
Mekanism:Ingot:1, Osmium Ingot
Mekanism:Ingot:2, Bronze Ingot
Mekanism:Ingot:3, Glowstone Ingot
Mekanism:Ingot:4, Steel Ingot
Mekanism:Ingot:5, Copper Ingot
Mekanism:Ingot:6, Tin Ingot
Mekanism:Ingot:7, Lazuli Ingot
Mekanism:EnergyTablet, Energy Tablet
Mekanism:SpeedUpgrade, Speed Upgrade
Mekanism:EnergyUpgrade, Energy Upgrade
Mekanism:FilterUpgrade, Filter Upgrade
Mekanism:MufflingUpgrade, Muffling Upgrade
Mekanism:GasUpgrade, Gas Upgrade
Mekanism:Robit, Robit
Mekanism:AtomicDisassembler, Atomic Disassembler
Mekanism:EnrichedAlloy, Enriched Alloy
Mekanism:ReinforcedAlloy, Reinforced Alloy
Mekanism:AtomicAlloy, Atomic Alloy
Mekanism:ItemProxy, item.ItemProxy.name
Mekanism:ControlCircuit:0, Basic Control Circuit
Mekanism:ControlCircuit:1, Advanced Control Circuit
Mekanism:ControlCircuit:2, Elite Control Circuit
Mekanism:ControlCircuit:3, Ultimate Control Circuit
Mekanism:EnrichedIron, Enriched Iron
Mekanism:CompressedCarbon, Compressed Carbon
Mekanism:CompressedRedstone, Compressed Redstone
Mekanism:CompressedDiamond, Compressed Diamond
Mekanism:CompressedObsidian, Compressed Obsidian
Mekanism:CompressedEnder, Compressed Ender Amethyst
Mekanism:PortableTeleporter, Portable Teleporter
Mekanism:TeleportationCore, Teleportation Core
Mekanism:Clump:0, Iron Clump
Mekanism:Clump:1, Gold Clump
Mekanism:Clump:2, Osmium Clump
Mekanism:Clump:3, Copper Clump
Mekanism:Clump:4, Tin Clump
Mekanism:Clump:5, Silver Clump
Mekanism:Clump:6, Lead Clump
Mekanism:DirtyDust:0, Dirty Iron Dust
Mekanism:DirtyDust:1, Dirty Gold Dust
Mekanism:DirtyDust:2, Dirty Osmium Dust
Mekanism:DirtyDust:3, Dirty Copper Dust
Mekanism:DirtyDust:4, Dirty Tin Dust
Mekanism:DirtyDust:5, Dirty Silver Dust
Mekanism:DirtyDust:6, Dirty Lead Dust
Mekanism:Configurator, Configurator
Mekanism:NetworkReader, Network Reader
Mekanism:WalkieTalkie, Walkie-Talkie
Mekanism:Jetpack, Jetpack
Mekanism:Dictionary, Dictionary
Mekanism:GasMask, Gas Mask
Mekanism:ScubaTank, Scuba Tank
Mekanism:Balloon:0, §8Black Balloon
Mekanism:Balloon:1, §cRed Balloon
Mekanism:Balloon:2, §2Green Balloon
Mekanism:Balloon:3, §6Brown Balloon
Mekanism:Balloon:4, §1Blue Balloon
Mekanism:Balloon:5, §5Purple Balloon
Mekanism:Balloon:6, §3Cyan Balloon
Mekanism:Balloon:7, §7Light Grey Balloon
Mekanism:Balloon:8, §8Grey Balloon
Mekanism:Balloon:9, §dPink Balloon
Mekanism:Balloon:10, §aLime Balloon
Mekanism:Balloon:11, §eYellow Balloon
Mekanism:Balloon:12, §9Light Blue Balloon
Mekanism:Balloon:13, §dMagenta Balloon
Mekanism:Balloon:14, §6Orange Balloon
Mekanism:Balloon:15, §fWhite Balloon
Mekanism:Shard:0, Iron Shard
Mekanism:Shard:1, Gold Shard
Mekanism:Shard:2, Osmium Shard
Mekanism:Shard:3, Copper Shard
Mekanism:Shard:4, Tin Shard
Mekanism:Shard:5, Silver Shard
Mekanism:Shard:6, Lead Shard
Mekanism:ElectrolyticCore, Electrolytic Core
Mekanism:Sawdust, Sawdust
Mekanism:Salt, Salt
Mekanism:Yeast, Yeast
Mekanism:BrineBucket, Brine Bucket
Mekanism:LithiumBucket, Lithium Bucket
Mekanism:HeavyWaterBucket, Heavy Water Bucket
Mekanism:Crystal:0, Iron Crystal
Mekanism:Crystal:1, Gold Crystal
Mekanism:Crystal:2, Osmium Crystal
Mekanism:Crystal:3, Copper Crystal
Mekanism:Crystal:4, Tin Crystal
Mekanism:Crystal:5, Silver Crystal
Mekanism:Crystal:6, Lead Crystal
Mekanism:FreeRunners, Free Runners
Mekanism:ArmoredJetpack, Armored Jetpack
Mekanism:ConfigurationCard, Configuration Card
Mekanism:CraftingFormula, Crafting Formula
Mekanism:SeismicReader, Seismic Reader
Mekanism:Substrate, Substrate
Mekanism:Polyethene:0, HDPE Pellet
Mekanism:Polyethene:1, HDPE Rod
Mekanism:Polyethene:2, HDPE Sheet
Mekanism:Polyethene:3, PlaStick
Mekanism:BioFuel, Biomass
Mekanism:GlowPanel:0, §8Black Glow Panel
Mekanism:GlowPanel:1, §cRed Glow Panel
Mekanism:GlowPanel:2, §2Green Glow Panel
Mekanism:GlowPanel:3, §6Brown Glow Panel
Mekanism:GlowPanel:4, §1Blue Glow Panel
Mekanism:GlowPanel:5, §5Purple Glow Panel
Mekanism:GlowPanel:6, §3Cyan Glow Panel
Mekanism:GlowPanel:7, §7Light Grey Glow Panel
Mekanism:GlowPanel:8, §8Grey Glow Panel
Mekanism:GlowPanel:9, §dPink Glow Panel
Mekanism:GlowPanel:10, §aLime Glow Panel
Mekanism:GlowPanel:11, §eYellow Glow Panel
Mekanism:GlowPanel:12, §9Light Blue Glow Panel
Mekanism:GlowPanel:13, §dMagenta Glow Panel
Mekanism:GlowPanel:14, §6Orange Glow Panel
Mekanism:GlowPanel:15, §fWhite Glow Panel
Mekanism:Flamethrower, Flamethrower
Mekanism:GaugeDropper, Gauge Dropper
Mekanism:FactoryInstaller:0, Basic Tier Installer
Mekanism:FactoryInstaller:1, Advanced Tier Installer
Mekanism:FactoryInstaller:2, Elite Tier Installer
Mekanism:FactoryInstaller:3, Ultimate Tier Installer
Mekanism:OtherDust:0, Diamond Dust
Mekanism:OtherDust:1, Steel Dust
Mekanism:OtherDust:3, Sulfur Dust
Mekanism:OtherDust:4, Lithium Dust
Mekanism:OtherDust:5, Refined Obsidian Dust
Mekanism:OtherDust:6, Obsidian Dust
MagicBees:comb:0, Mundane Comb
MagicBees:comb:1, Molten Comb
MagicBees:comb:2, Occult Comb
MagicBees:comb:3, Otherworldy Comb
MagicBees:comb:4, Transmuting Comb
